2,1,1,601.2,618.96,623.26,610.63,617.8,615.34,614.37,612.04,610.79,609.19,614.79,616.94,617.03,612.77,614.68,613.38,611.31,614.91,615.75,612.04,614.73,616.86,603.99,614.17,616.63,614.5,611.82,614.32,612.39,608.6,617.42,614.2,612.65,617.87,618.7,618.16,607.77,612.17,615.55,609.01,616.88,614.61,612.14,613.41,612.65,612.53,606.96,608.56,606.88,606.59,608.04,611.85,613.55,609.4,608.26,607.18,612.13,613.2,609.63,612.67,607.81,600.85,606.83,604.01,605.86,600.93,609.04,605.64,606.6,606.39,598.65,606.32,605.41,603.43,602.53,608.15,611.55,608.3,606.05,614.24,613.01,612.68,615.55,613.7,615.01,618.92,619.49,617.86,613.67,622.52,619.02,617.27,616.99,614.79,621.46,623.07,616.29,621.57,618.74,624.57,624.05,622.87,618.14,619.11,624.79,616.73,624.99,626.65,629.47,629.42,628.83,628.49,627.94,637.13,629.32,627.37,630.14,627.05,628.55,634.29,628.16,627.21,634.04,628.07,635.39,626.16,632.28,636.16,631.4,632.17,639.65,631.8,633.45,631.76,633.85,634.24,634.94,636.53,647.16,644.91,644.46,639.55,651.43,644.79,641.47,636.78,636.45,639.12,635.81,639.68,643.72,644.47,651.55,652.34,652.77,657.98,662.08,668.42,670.8,681.15,682.17,691.11,693.38,702.56,708.39,713.41,717.83,729.49,736.61,734.79,744.01,730.97,764.32,770.61,773.71,781.68,790.13,793.74,806.06,820.53,827.55,853.05,858,878.43,887.96,910.62,926.73,956.7,982.25,978.08,1013.3,1021.3,1059,1068.9,1096,1120.3,1136.7,1150,1174.2,1176.7,1243,1195.1,1242.4,1192.3,1188.6,1215.6,1243.5,1223.6,1207.2,1196.5,1191,1201.3,1193.2,1192.7,1181.2,1178.4,1191,1195.2,1189,1154.1
2,1,2,608.03,619.02,626.65,618.83,631.28,631.23,627.68,622.99,624.4,622.22,622.55,623.77,622.98,615.94,615.59,608.97,610.59,609.73,613.68,610.29,607.08,608.76,600.65,611.48,613.43,610.77,614.6,618.59,610.5,612.14,618.73,616.47,615.51,619.91,617.1,616.77,604.49,609.82,612.02,605.2,614.22,606.66,608.74,612.95,609.37,612.57,606.81,606.1,602.35,608.67,606.05,606.88,610.92,605.85,602.13,605.97,606.27,606.59,604.1,605.63,605.04,594.71,607.85,607.56,602.58,604.3,609.36,609.54,609.99,607.54,598.85,610.59,608.87,603.98,605.34,609.42,608.72,609.05,607.93,615.31,614.23,616.13,615.95,616.31,620.25,620.97,622.18,619.75,614.94,619.59,613.58,616.06,616.72,607.63,616.05,616.98,611.03,616.8,612.05,617.24,616.51,616.86,611.15,607.42,614.99,613.38,611.39,614.12,616.66,612.23,611.48,614.61,607.09,616.43,610.22,608.54,608.19,603.61,605.8,611.44,607.38,603.79,611.48,602.64,607.8,600.03,605.98,606.74,604.51,602.09,606.85,597.65,597.43,599.89,601.53,601.13,602.93,604.22,601.96,598.3,602.73,599.5,613.28,603.86,604.41,603.15,607.52,614.81,613.94,623.29,626.62,631.72,642.74,648.07,657.13,658.51,667.52,674.05,676.1,687.51,688.48,693.91,710.94,724.41,727.06,739.49,744.73,755.86,753.6,758.09,772.83,771.43,811.02,806.96,814.6,821.71,846.14,841.08,854.76,881.51,891.12,894.2,926.24,929.07,938.94,958.71,979.11,992.94,1019.1,983.8,1024.2,1011.1,1039,1025.7,1041.8,1059.4,1060.9,1054.8,1073.4,1050.5,858.25,838.42,852.39,851.44,835.06,856.13,861.51,859.13,840.97,838.57,849.06,844.88,826.96,830.27,820.06,816.3,810.44,834.11,830.89,834.44
2,1,3,606.99,616.77,621.32,617.06,622.71,623.96,620.66,616.02,614.82,615.41,614.46,619.56,618.88,610.86,612.61,613.17,613.72,617.39,613.77,613.63,613.43,616.37,604.24,618.6,615.01,613.8,617.45,621.99,618.47,615.91,618.59,618.69,615.95,621.22,621.69,621.54,614.23,617.44,615.7,611.28,619.81,613.44,613.31,613.82,614.14,617.28,610.84,610.97,607.68,612.56,613.43,613.17,616.49,612.35,608.51,611.68,615.27,618.45,613.78,619.92,623.25,626.98,650.35,662.27,670.59,678.42,697.93,700.25,701.62,699.7,689.12,713.03,715.3,715.44,741.81,770.91,776.6,793.21,807.1,822.79,840.97,862.62,865.62,886.63,880.2,876.84,878.96,901.55,886.72,884.41,873.36,873.62,862.79,856.52,870.42,854.85,849.34,848.21,844.24,840.73,832.64,826.03,811.33,818.64,824.12,802.34,811.08,806.6,803.59,795.62,798.66,805.79,791.48,805.73,795.95,787.74,792.01,775.25,771.15,779.53,766.94,764.99,775.42,758.24,760.27,747.25,746.02,746.48,741.26,734.52,744.6,730.69,725.36,731.01,726.43,723.84,720.69,728.12,730.31,718.42,726.62,720.81,736.94,728.43,730.77,738.61,763.31,808.33,847.25,906.5,982.5,1034.7,1100.2,1192.6,1259.1,1382.5,1429.4,1467.9,1578.3,1684.8,1731.8,1901.4,1942.7,2081.9,2257.3,2196.8,2391.4,2482.4,2511.2,2604.2,2726.6,2855.4,3160.5,3251.3,3469.1,3675.1,3738.3,3896.4,4097,4196.6,4360.6,4607.1,4712.4,4693.4,4950.9,4952,5110.9,5303.4,5402.4,5309.7,5418.8,5545.5,5688.8,5622.7,5745.8,6005.1,5934.2,6179.1,6351.9,6172.2,6407.1,6153.5,6248,5917.4,5969.4,5836.6,5727.9,5643.4,5299.7,5101.2,4875.4,4755.3,4743.6,4619,4581.1,4494.9,4540.8,4645.5,4434.7,4317.2
2,1,4,616.08,635.82,635.78,622.98,627.57,627.55,621.06,624.96,627.14,623.71,622.94,625.62,623.98,617.46,616.83,613.31,618.84,623.54,619.85,618.86,617.11,627.37,609.34,624.19,625.26,621.33,624.88,630.17,624.56,622.95,632.16,624.19,623,630.13,625.11,628.21,619.55,627.28,628.82,619.9,622.06,625,621.27,624.53,627.09,632.48,633.61,634.22,640.52,650.12,663.43,675.12,698.05,737.13,780.99,882.06,1027.3,1126.9,1271.1,1413.8,1614.1,1661.8,1901.5,1969.8,1992.2,2069.5,2115.8,2175.5,2095.2,2145.4,2045.7,2091.4,2030.4,2063.4,1933.8,1949.5,1866.6,1871.9,1892.3,1863.4,1831.3,1812.1,1775.8,1767.9,1717.4,1678.5,1658.7,1683.1,1638.5,1661.2,1627.5,1594.1,1584.3,1542.4,1541.7,1505.2,1499.6,1482.9,1465.3,1416.1,1354.3,1343.4,1357.2,1359.5,1334.1,1265.9,1268,1234.4,1217.3,1196.4,1166.6,1164.1,1147.4,1159.1,1122.2,1109.6,1100.5,1067.2,1049.4,1076.5,1034.4,1004.2,1045.4,1004,1007.6,983.38,992.99,960.18,991.19,971.12,993.09,986.29,997.74,998.58,984.72,978.4,963.72,977.37,953.12,911.76,935.32,887.66,901.55,884.25,866.5,883.7,875.55,910.26,917.64,951.28,996.3,1002.1,1013.9,1079.5,1099,1162.6,1222.9,1263,1316.4,1392,1432.5,1521,1561,1642.5,1746.4,1814.9,1811.4,1878,1935.9,1935.4,1955.8,2093.7,2204.7,2179.2,2281.1,2366.1,2365.6,2441,2512.8,2701.3,2812.4,2909.1,3043.8,3044.2,3193.4,3141.9,3222.1,3432,3282.9,3244.2,3514.2,3630.1,3931.7,4020.9,4271.8,4539.8,4614.3,4820.8,5335.2,5337.2,5744.5,5956.6,6360,6126.3,6303.9,6426.8,6383.8,6299.4,6093.5,6110.3,5925,6106.2,5812.9,5795.7,5545.8,5331.1,5360.1,5520.7,5674.8,5693.8
2,1,6,611.92,625.76,628.01,617.51,627.49,628.28,627.32,623.45,621.63,621.81,622.14,629.87,629.36,621.41,621.45,619.17,623.06,621.96,625.18,617.59,620.52,623.72,611.71,622.21,624.06,620.24,623.25,626.21,621.15,619.9,626.33,623.61,621.74,626.68,627.3,627.64,618.28,623.02,621.51,614.98,621.2,618.32,617.83,618.31,614.72,617.43,609.41,610.56,608.46,611.32,612.31,613.31,619.17,617.42,607.79,610.92,614.98,615.61,614.15,618.24,613.66,606.84,618.6,613.95,614.6,615.29,618.52,621.53,621.55,619.59,616.05,625.34,623.81,623.02,621.66,630.13,630.31,634.17,631.73,640.81,640.55,642.22,642.81,644.08,642.49,644.87,646.61,644.85,642.6,644.84,648.52,643.4,641.53,640.03,645.18,646.46,640.79,643.85,641.34,641.96,641.9,644.23,633.29,636.84,639.53,629.84,634.97,638.21,639.19,634.95,636.72,636.33,631.59,640.56,630.62,632.25,633.33,625.23,625.66,633.83,623.06,624.92,627.98,619.76,625.19,616.22,621.75,626.2,625.16,622.82,629.45,622.81,623.8,624.66,625.89,628.47,629.1,635.26,648.07,643.81,647.95,639.22,650.99,642.04,642.34,638.45,641.71,647.7,645.95,652.65,662.74,664.17,678.56,687.33,692.32,698.2,703.52,707.36,715.38,732.13,732.09,750.66,758.78,768.7,785.54,789.08,797.93,822.01,838.98,831.41,850.38,862.42,893.2,901.5,926.96,938.77,957.09,982.95,1028.5,1081.5,1142.7,1155.4,1176.4,1146.5,1149.4,1129.3,1141.8,1151.8,1144.9,1122.4,1155.3,1141.8,1163.3,1182.8,1204,1225.9,1239.6,1240.7,1273.2,1293.9,1362.6,1357.6,1395.2,1396.4,1397.3,1432.2,1453.5,1435.5,1398.4,1396.6,1378.3,1404.6,1365.3,1357.3,1351.6,1312.9,1235.5,1265.6,1267.8,1241.1
2,1,17,610.97,621.35,630.45,622.71,633.64,632.12,631.31,628.47,624.18,618.65,611.47,626.06,624.94,614.83,622.43,621.35,622.01,623.1,620.71,615.03,615.89,620.78,610.88,623.68,625.48,623.19,623.06,628.64,624.56,621.81,631.42,625.47,626.35,626.15,627.36,628.8,621.83,626.51,627.8,623.34,631.04,626.88,623.61,624.8,625.42,628.83,624.98,623.48,623.33,629.2,628.45,633.26,635.35,627.42,624.52,632.77,632.25,629.93,631.1,633.37,633.23,634.92,661.66,674.56,689.88,697.6,718.37,722.95,721.81,724.73,724.33,742.65,755.61,756.74,791.63,823.25,845.8,860.04,887.83,910.87,930.3,959.88,974.31,979.3,976.72,977,983.3,998.77,982.26,979.71,968.46,967.49,969.93,972.96,978.73,960.94,963.22,964.21,956.21,950.41,931.75,926.74,916.97,928.85,924.14,902.34,903.39,897.74,903.51,900.5,880.61,887.74,873.06,883.56,867.03,866.56,863.37,848.83,847.59,858.42,837.91,839.1,840.72,820.54,828.07,801.62,815.03,809.57,802.24,791.96,801.11,789.33,786.8,789.5,783.32,778.87,780.61,784.65,784.88,780.13,790.94,782.4,795.84,782.58,791.26,803.86,832.56,875.75,915.31,996.95,1130.7,1249.4,1367.9,1532.7,1688.7,1897.2,2056.2,2254.2,2488,2812.9,2952.6,3278.8,3487.1,3783.7,4205.1,4336.7,4631.7,5090.2,5513.1,5608.5,5818,6059,6586.9,6609.8,7142.3,7375.1,7283,7516.7,7729.6,7858.8,8001.6,8345.7,8758.3,8640.5,8975.9,9073.8,9395.7,9953.6,10105,9986.9,10130,10571,10603,10191,10403,10770,10216,10240,10749,10595,10662,10381,10191,9428.7,9345.4,9273.8,9232.9,8953.1,8632.4,8654.7,8421.1,8365.6,8294.7,8186.6,8011.2,7928.2,7894.4,7972.4,7605.7,7532.7
2,1,34,613.23,632.82,634.31,628.84,638.88,638.07,634.48,630.07,627.24,625.89,626.96,633.72,638.39,629.73,626.64,621.94,624.53,624.73,629.19,625.24,625.11,627.06,608.65,623.08,624.59,621.49,625.05,626.38,625.79,621.04,630.05,627.56,624.17,625.31,623.26,621.16,613.81,617.71,616.32,613.75,620.92,617.47,618.73,619.5,621.56,620.12,614.86,616.71,611.97,618.82,616.73,619.47,619.59,615.11,614.19,620.23,620.33,617.08,620.65,619.04,616.1,604.65,617.05,612.42,612.15,606.5,616.68,614.86,615.38,612.24,606.7,614.77,609.69,601.42,606.12,609.38,609.67,609.27,606.92,613.06,613.63,612.75,609.29,608.76,611.39,612.97,611.84,612.24,605.27,611.1,611.63,606.24,604.91,600.54,607.07,608.16,603.43,607.52,606.74,609.76,610.76,610.08,605.16,602.48,611.34,606.65,604.93,609.62,608.15,608.5,608.36,610.74,609.82,616.77,608.62,606.97,607.4,603.92,607.48,612.81,605.8,602.75,608.56,602.62,607.91,603.98,609.53,614.71,607.82,607.78,610.96,606.09,605.3,602.98,605.27,605.78,604.41,611.62,609.87,604.48,618.68,608.55,622.93,618.2,614.02,611.21,618.82,624.06,624.33,628.5,637.01,641.96,645.24,648.89,652.9,655.31,655.87,661.97,665.12,675.89,676.69,682.01,691.93,695.38,699.02,703.66,705.64,715.85,725.19,717.43,722.75,726.79,747.29,749.97,761.29,762.13,773.13,765.85,784.42,793.98,803.8,812.35,819.55,822.48,826.47,840.22,854.29,864.19,882.55,869.88,898.58,909.46,923.14,922.32,949.82,987.65,1005.8,1025.2,1084.3,1159.5,1195.4,1177.9,1170.1,1154.6,1156.3,1175.3,1167.4,1159.1,1117.4,1105.8,1114.3,1125.9,1112.2,1084.8,1075.8,1059.1,1060.9,1090.7,1081,1062.6
2,1,35,602.47,621.55,622.11,614.82,615.38,616.54,612.76,610.33,611.23,608.46,612.86,622.53,626.67,623.99,623.98,620.78,623.59,618.09,621.55,618.04,617.52,619.81,605.11,616.74,622.48,618.09,616.95,620.11,618.86,616.28,623.83,620.33,619.25,620.56,619.9,623.09,616.28,616.78,615.96,612.58,616.33,614.49,612.67,613.47,612.34,613.22,610.44,611.94,607.37,609.91,605.66,610.84,613.29,608.75,606.96,609.34,612.98,612.1,611.25,613.38,610.35,604.1,613.95,610.1,611.09,609.03,619.81,617.75,615.78,620.77,616.76,623.75,620.92,620.85,618.1,627.29,628.92,628.68,627.73,635.79,634.68,633.74,634.22,632.35,635.63,640.65,637.4,638.48,632.09,641.57,640.4,635.71,638.14,633.7,636.89,635.9,632.85,635.84,632.08,636.41,636.43,638.82,631.28,630.31,634.76,623.41,626.59,631.68,629.63,631.52,628.78,628.8,628.34,635.61,625.47,625.23,627.75,622.38,626.4,632.41,622.25,621.74,627.76,621.84,626.06,616.68,618.95,621.27,620.45,622.09,624.46,616.02,618.28,618.53,621.16,620.75,620.55,624.57,633.79,630.55,630.48,626.87,638.87,630.32,628.87,627.65,630.12,636.96,639.4,645.74,657.36,663.86,683.48,695.31,702.51,716.48,735.85,751.32,762.01,787.2,803,830.72,843.21,861.28,895.64,908.46,935.34,971.12,980.27,1003.1,1020.9,1020,1087.7,1078.9,1106.7,1124.6,1138.4,1159.5,1175.9,1204.5,1206.3,1272.4,1223.7,1290.7,1295.1,1324.7,1334,1387.3,1463.6,1448.7,1520.3,1543.8,1621.1,1624.7,1680.6,1766.5,1835.5,1968.4,2122.7,2214.1,2403.5,2399.6,2524.3,2458.2,2486.6,2487,2467.4,2473.7,2367.3,2375.3,2290.9,2364.2,2314.8,2207.9,2203.7,2162.9,2152.4,2193.6,2150.2,2075.6
2,1,45,600.97,609.39,617.25,605.46,607.44,610.71,613.38,610.91,609.45,605.52,612.79,613.1,617.32,610.29,610.47,613.83,613.16,613.52,617.14,609.07,608.03,609.9,596.14,607.08,605.41,611.14,611.51,616.38,608.05,611.71,615.28,612.06,612.13,613.26,614.9,616.01,606.66,610.94,611.03,607.61,611.83,609.7,606.22,611.46,614.33,607.69,607.95,602.85,605.4,608.41,607.93,605.56,611.38,607.75,604.64,607.16,609.17,610.69,608.48,611.86,611.25,600.72,611.23,607.79,605.7,602.64,611.75,609.83,608.42,613.36,604.15,611.1,608.77,606.5,607.56,614.95,610.13,613.4,609.89,612.89,612.87,611.5,608.68,609.53,611.41,613.02,608.22,609.82,603.2,609.19,608.81,609.44,608.81,603.89,607.72,613.16,606.37,611.72,608.93,615.03,610.98,612.59,607.95,607.29,613.58,606.81,611.07,610.84,615.85,610.5,611.88,614.46,609.17,620.07,615.83,613.13,617.31,612.66,612.29,619.05,614.1,614.18,618.16,613.4,617.19,607.16,612.95,617.45,612.88,613.46,619.4,610.44,614.32,610.24,615.31,615.8,615.58,620.53,633.23,627.55,636.33,630.09,646.98,638.01,635.06,631.15,632.86,637.22,634.58,637.95,637.97,636.1,642.15,645.62,646.58,648.68,648.22,653.46,649.69,661.59,657.05,661.16,667.25,669.1,674.79,672.52,681.04,689.79,689.69,688.33,696.83,690.53,709.28,712.5,715.65,722.27,726.81,725,736.96,741.5,752.07,757.19,758.91,755.24,754.29,760.59,769.23,779.29,788.87,786.8,799.52,805.32,816.88,817.99,830.81,837.4,842.48,837.39,861.27,874.93,924.5,916.96,945.44,944.2,954.17,976.19,979.03,987.08,973.1,976.89,992.18,1027,1032.1,1029.9,1041.6,1031,983.41,1003.6,1030.6,1042.8
2,1,46,588.76,604.65,609.88,595.55,602.19,603.01,603.99,600.2,600.1,597.54,600.39,606.61,610.59,606.96,606.73,611.75,612.92,612.22,614.04,607.23,610.93,615.13,599.72,610.79,612.08,607.78,611.53,616.35,614.79,611.39,617.44,616.08,612.79,617.74,613.91,616.85,607.82,618.36,615.7,614.57,614.18,610.64,610.99,613.46,608.66,607.6,607,607.21,603.94,602.03,606.54,606.71,614.56,607.02,606.33,609.09,611.77,611.73,607.99,607.12,608.59,600.58,607.75,603.57,606.35,604.68,615.47,616.63,614.84,612.48,608.37,616.72,611.59,617.65,611.63,620.48,621.93,621.17,620.64,625.18,617.8,623.72,631.56,629.98,633,634.19,635.85,632.2,624.22,628.74,630.74,626.51,630.14,625.38,628.84,633.68,623.8,630.2,627.14,633.6,632.71,632.25,623.21,626.87,626.72,614.87,626.2,625.33,626.48,626.28,625.47,625.45,626.41,633.63,623.83,624.95,627.37,622.47,624.29,627.49,622.13,624.67,627.02,621.95,625,617.56,624.22,625.22,622.99,625.44,631.96,624.05,627.73,627.85,628.5,629.57,629.42,630.49,646.12,643.7,647.26,642.19,651.37,646.38,649.15,638.84,638.43,650.56,649.11,648.28,652.96,652.12,659.14,663.3,665.89,667.14,669.56,676.11,673.05,690.01,685.09,698.23,702.38,711.45,719.83,721.47,729.21,740.84,746.42,741.45,753.77,758.21,776.77,774.74,786.04,794.38,801.22,804.41,819.75,832.95,852.21,877.12,882.55,897.36,921.99,949.97,973.23,1019.2,1054.1,1070.1,1107.7,1139.7,1174.6,1183.2,1220.1,1257,1271.2,1254.3,1303,1307.7,1360.7,1332.3,1357,1326.2,1325.5,1367.3,1342.2,1342.1,1309.5,1309.1,1266.2,1277.9,1262.4,1248.5,1219.3,1206.2,1205.7,1223,1184.1,1150.6
